Unnamed: 0,時間/館舍,女五舍,三號館,-電子顯微鏡館-,農化二館暨行政大樓,性別平等教育委員會,物理系液氮機室,-推廣中心-,-城鄉所-,大門口警衛室,一號館,一號館1F(戲劇系),一號館2F,一號館3F,動物標本館,漁業陳列館,-漁業生物實驗室-,女一舍,女三舍,女二舍,植物病毒研究室,植物溫室,植物標本館,椰林大道路燈前段,雜工班,二號館,2號館1F,2號館2F,2號館3F,datetime
1,1~2,11.19,66.3,8.73,34.07,0.41,0.11,10.15,4.07,1.77,99.43,4.81,26.26,68.36,1.02,1.4,0.17,87.9,64.67,92.89,2.06,2.83,4.2,4.74,1.38,219.49,6.97,72.33,110.13,2023-09-18 01:00:00
2,2~3,8.81,65.5,8.6,33.18,0.41,0.11,10.13,3.81,1.74,96.81,4.72,25.41,66.68,1.19,1.38,0.16,68.92,53.97,78.47,2.13,2.87,4.09,4.75,1.23,218.46,7.03,72.75,108.49,2023-09-18 02:00:00
3,3~4,7.69,63.99,8.76,32.75,0.41,0.11,10.51,3.83,1.81,96.06,4.4,25.78,65.88,0.92,1.67,0.17,60.21,48.31,68.67,2.16,2.86,4.62,4.76,0.74,217.67,7.41,72.42,108.19,2023-09-18 03:00:00
4,4~5,6.87,63.51,8.61,32.5,0.41,0.13,11.59,3.82,1.78,95.09,3.5,25.87,65.72,0.93,1.2,0.16,54.58,46.57,76.71,2.18,2.9,4.47,4.77,0.91,215.77,6.58,72.42,107.57,2023-09-18 04:00:00
5,5~6,6.19,63.54,8.86,32.38,0.39,0.1,11.5,3.78,1.59,95.76,3.48,26.01,66.27,0.8,1.39,0.17,51.69,45.77,75.94,1.88,2.96,3.94,3.75,1.01,213.83,7.47,71.58,105.0,2023-09-18 05:00:00
6,6~7,7.06,62.26,8.36,34.75,0.15,0.08,10.97,3.5,0.96,89.17,2.37,24.99,61.81,0.67,1.7,0.12,50.86,41.78,55.24,1.78,3.85,3.96,0.0,8.24,213.41,7.72,72.47,102.99,2023-09-18 06:00:00
7,7~8,8.13,66.79,9.37,39.62,0.15,0.17,15.3,3.13,0.75,87.33,1.9,25.27,60.16,0.95,1.36,0.0,52.88,42.31,63.64,1.78,3.9,4.75,0.0,15.84,220.95,9.35,74.06,104.85,2023-09-18 07:00:00
8,8~9,13.12,83.02,13.16,50.19,0.15,0.07,38.99,4.98,0.71,105.01,5.26,35.37,64.38,0.96,1.96,0.0,61.8,44.39,63.81,1.81,5.04,7.32,0.0,3.78,244.5,23.94,77.83,110.22,2023-09-18 08:00:00
9,9~10,15.82,113.64,13.77,61.19,0.16,0.1,51.53,11.04,0.74,128.84,7.97,43.49,77.38,1.0,3.3,0.0,53.22,43.47,86.26,2.63,5.14,9.56,0.0,3.37,289.76,41.69,89.62,118.85,2023-09-18 09:00:00
10,10~11,14.31,127.97,14.67,66.94,0.16,0.12,59.23,12.17,0.75,154.09,9.37,51.13,93.59,1.02,4.51,0.0,44.25,41.62,52.61,3.4,5.45,12.79,0.0,10.53,316.39,59.55,93.43,124.06,2023-09-18 10:00:00
11,11~12,19.69,131.36,16.61,69.25,0.16,0.21,60.18,11.48,0.74,163.51,9.41,54.38,99.72,0.95,5.81,0.0,45.47,47.17,52.42,3.38,5.85,12.8,0.0,17.85,299.7,39.94,94.49,123.09,2023-09-18 11:00:00
12,12~13,18.25,138.86,16.0,72.0,0.16,0.41,56.72,11.28,0.73,177.4,12.97,57.93,106.5,0.93,3.77,0.0,53.4,50.73,57.27,3.66,5.64,12.51,0.0,15.33,296.19,32.62,94.2,128.03,2023-09-18 12:00:00
13,13~14,15.62,141.66,15.9,71.87,0.17,0.4,80.37,12.32,0.75,178.09,23.55,56.48,98.06,1.13,3.12,0.04,49.38,45.93,56.14,4.53,4.95,13.71,0.0,4.22,293.49,30.35,91.5,128.88,2023-09-18 13:00:00
14,14~15,12.63,130.09,16.06,72.44,0.17,1.83,80.58,10.04,0.75,166.46,23.16,49.59,93.71,1.01,2.62,0.16,38.63,44.19,138.93,4.22,4.4,12.6,0.0,4.2,307.69,50.38,88.86,130.37,2023-09-18 14:00:00
15,15~16,11.5,132.02,17.92,71.87,0.17,1.89,72.46,9.57,0.71,175.67,22.63,51.88,101.16,0.96,2.73,0.0,42.63,44.56,62.99,4.03,5.28,13.0,0.0,13.03,309.85,45.37,90.56,133.97,2023-09-18 15:00:00
16,16~17,12.81,137.37,20.11,72.13,0.17,1.11,61.85,9.81,0.81,173.75,21.0,54.75,98.0,0.92,2.91,0.0,45.54,42.71,55.99,4.0,5.21,11.53,0.0,15.37,301.72,30.65,92.11,139.65,2023-09-18 16:00:00
17,17~18,14.75,129.66,16.91,60.75,0.29,0.06,100.87,9.91,1.41,167.63,17.21,54.85,95.57,0.92,2.62,0.15,51.94,53.44,53.69,3.72,4.18,9.19,0.39,4.48,278.88,14.22,88.34,140.35,2023-09-18 17:00:00
18,18~19,18.69,108.12,15.57,52.0,0.42,0.1,132.05,18.11,1.81,153.1,15.32,50.97,86.81,2.1,1.84,0.17,51.24,51.78,58.82,3.09,3.61,7.22,4.83,0.54,261.5,9.79,82.38,136.12,2023-09-18 18:00:00
19,19~20,21.25,103.35,13.81,47.25,0.42,0.11,119.29,13.55,1.81,145.72,13.88,49.94,81.9,3.62,1.63,0.17,60.83,55.24,63.72,3.03,3.53,7.06,4.84,1.62,252.98,8.22,81.49,130.97,2023-09-18 19:00:00
20,20~21,23.68,100.87,13.6,41.94,0.42,0.11,110.39,11.95,1.81,143.61,12.61,49.84,81.16,2.96,1.58,0.16,69.6,58.39,74.25,3.09,2.89,6.35,4.8,0.79,247.68,8.81,79.48,127.76,2023-09-18 20:00:00
21,21~22,19.88,87.18,12.6,40.62,0.42,0.11,91.78,12.82,1.8,140.33,12.73,47.29,80.31,2.71,1.79,0.17,74.04,76.28,112.23,3.22,2.94,5.65,4.79,0.89,236.9,7.94,78.19,119.46,2023-09-18 21:00:00
22,22~23,20.37,82.76,12.02,36.38,0.41,0.08,16.75,11.62,1.77,125.62,10.62,35.78,79.22,2.64,1.63,0.17,90.91,86.28,190.86,2.72,2.9,5.81,4.77,0.9,230.46,9.24,78.02,112.0,2023-09-18 22:00:00
23,23~24,24.19,76.97,9.52,34.43,0.4,0.09,12.28,7.28,1.75,111.68,4.87,32.9,73.91,2.59,1.56,0.16,94.02,77.98,114.09,2.38,2.73,5.09,4.73,0.9,222.28,8.28,75.63,107.35,2023-09-18 23:00:00
0,0~1,20.5,70.74,8.92,32.75,0.41,0.08,11.44,7.0,1.77,103.48,4.45,29.03,70.0,2.13,1.64,0.17,89.41,70.72,175.49,2.34,2.69,4.78,4.72,0.78,215.43,7.6,73.89,103.24,2023-09-19 00:00:00
1,1~2,11.88,70.13,9.0,31.94,0.4,0.1,10.46,6.54,1.75,100.45,4.25,26.98,69.22,0.91,1.53,0.17,81.08,65.74,105.25,2.41,2.73,4.1,4.72,1.04,210.84,7.88,73.17,99.32,2023-09-19 01:00:00
2,2~3,7.93,68.64,8.62,30.94,0.4,0.11,10.43,6.32,1.78,96.46,4.15,26.03,66.28,0.95,1.5,0.16,62.75,56.06,70.33,2.4,2.78,3.82,4.74,0.92,205.38,7.97,72.75,93.72,2023-09-19 02:00:00
3,3~4,7.25,67.89,8.36,31.5,0.4,0.1,10.95,6.27,1.77,95.76,4.28,26.48,65.0,0.97,1.29,0.17,54.23,47.77,62.78,2.41,2.76,4.49,4.75,0.86,202.91,7.68,72.62,92.34,2023-09-19 03:00:00
4,4~5,6.82,64.33,8.27,31.25,0.4,0.02,11.81,6.25,1.74,88.06,3.47,25.44,59.15,0.92,1.27,0.17,50.43,44.77,58.45,2.34,2.79,4.37,4.74,0.71,202.46,8.12,72.23,91.94,2023-09-19 04:00:00
5,5~6,6.93,64.1,8.96,30.94,0.38,0.01,11.67,5.8,1.63,82.08,2.84,24.95,54.29,0.89,1.36,0.16,51.25,42.42,57.08,2.25,2.85,3.85,3.66,1.53,199.44,7.76,71.7,89.93,2023-09-19 05:00:00
6,6~7,7.0,64.49,8.51,31.87,0.13,0.03,11.53,2.85,0.96,83.69,2.72,24.82,56.15,1.18,1.3,0.12,47.37,41.83,74.05,2.25,3.93,3.88,0.0,9.29,201.24,7.72,71.72,90.29,2023-09-19 06:00:00
7,7~8,8.63,67.87,11.5,36.56,0.15,0.05,16.88,2.68,0.71,88.28,2.79,27.12,58.37,1.29,1.63,0.0,47.15,39.34,74.64,2.25,4.19,4.25,0.0,12.77,206.69,8.65,72.64,92.59,2023-09-19 07:00:00
8,8~9,9.0,82.26,11.38,49.38,0.14,0.16,37.05,6.7,0.75,103.79,3.75,36.81,63.23,1.04,1.73,0.0,49.72,44.66,66.73,2.69,5.33,6.74,0.0,3.41,230.76,19.44,76.27,101.47,2023-09-19 08:00:00
9,9~10,11.06,108.43,12.62,56.62,0.14,0.19,46.54,12.05,0.77,125.61,6.15,47.27,72.19,1.38,2.7,0.0,53.24,43.45,67.77,3.31,5.33,8.66,0.0,3.82,299.5,54.28,89.72,114.97,2023-09-19 09:00:00
10,10~11,14.63,129.06,12.86,63.75,0.16,1.82,50.84,11.98,0.75,150.43,7.68,52.69,90.06,1.12,4.09,0.0,48.27,42.3,56.24,3.47,6.91,9.5,0.0,11.22,321.06,59.18,96.3,124.28,2023-09-19 10:00:00
11,11~12,17.31,142.99,15.9,65.07,0.16,2.09,69.17,11.45,0.74,159.86,9.38,55.73,94.75,1.15,3.31,0.0,47.33,39.48,52.6,3.6,6.54,9.97,0.0,18.61,317.81,47.29,95.99,132.03,2023-09-19 11:00:00
12,12~13,12.94,153.13,16.96,66.25,0.17,1.17,56.55,11.73,0.75,172.37,14.19,56.78,101.4,1.47,3.91,0.0,47.19,46.32,61.02,4.4,6.1,9.91,0.0,16.35,299.44,29.41,93.62,131.56,2023-09-19 12:00:00
13,13~14,12.81,154.15,18.79,73.93,0.16,1.04,70.31,16.35,0.71,177.34,20.91,59.25,97.18,1.22,4.0,0.0,46.13,45.43,90.78,4.69,5.17,10.93,0.0,4.63,311.7,29.84,103.37,132.9,2023-09-19 13:00:00
14,14~15,13.75,146.29,16.56,78.63,0.16,1.2,70.0,13.59,0.75,188.16,21.68,60.88,105.6,1.3,3.86,0.0,42.77,40.49,53.65,4.78,5.54,11.19,0.0,4.51,330.96,40.81,107.54,139.0,2023-09-19 14:00:00
15,15~16,15.56,145.49,17.06,77.0,0.17,1.58,69.07,14.9,0.75,181.04,19.79,59.22,102.03,0.86,3.97,0.0,44.73,42.09,44.94,4.56,6.69,11.88,0.0,18.3,359.23,64.98,107.02,143.26,2023-09-19 15:00:00
16,16~17,12.69,142.21,18.79,75.37,0.16,0.57,56.57,16.09,0.81,174.9,22.12,55.97,96.81,1.15,3.36,0.06,43.46,40.92,52.7,4.41,5.9,11.44,0.0,17.54,334.13,46.46,103.14,141.65,2023-09-19 16:00:00
17,17~18,13.37,133.34,16.65,61.88,0.29,0.08,81.45,14.23,1.37,162.98,20.25,50.44,92.29,1.01,3.31,0.17,45.74,40.76,59.2,4.19,4.79,7.94,0.4,2.23,302.51,23.91,101.34,139.69,2023-09-19 17:00:00
18,18~19,17.0,122.01,15.8,52.37,0.42,0.08,95.34,13.45,1.84,162.31,14.56,54.03,93.72,2.1,2.28,0.17,52.43,55.76,63.72,3.84,3.9,6.59,4.82,1.11,276.01,11.43,92.99,137.54,2023-09-19 18:00:00
19,19~20,17.0,106.91,14.05,48.5,0.42,0.1,90.06,8.31,1.77,155.46,13.91,54.26,87.29,3.63,1.69,0.16,62.25,62.32,94.37,3.22,3.57,6.53,4.79,0.77,268.61,10.47,89.95,133.65,2023-09-19 19:00:00
20,20~21,22.25,99.88,12.97,45.88,0.41,0.1,78.95,6.27,1.81,148.78,16.9,51.17,80.71,3.07,1.91,0.17,65.45,66.55,75.57,3.56,3.01,5.96,4.78,1.11,258.03,9.47,88.83,126.66,2023-09-19 20:00:00
21,21~22,19.19,92.22,8.95,39.31,0.41,0.12,65.17,4.52,1.81,138.73,15.63,46.91,76.19,2.91,1.7,0.17,77.36,66.03,141.03,3.35,3.03,5.66,4.78,1.21,249.89,9.28,87.16,122.37,2023-09-19 21:00:00
22,22~23,19.19,82.74,7.83,37.06,0.41,0.11,15.04,3.39,1.81,123.58,12.41,39.62,71.55,2.78,1.7,0.16,98.41,86.65,151.78,3.28,2.89,5.51,4.74,0.88,240.24,9.66,84.24,115.68,2023-09-19 22:00:00
23,23~24,22.37,74.94,7.71,36.0,0.4,0.1,10.52,3.58,1.77,108.29,4.22,34.66,69.41,2.78,1.88,0.17,103.37,97.26,163.95,2.75,2.82,4.96,4.72,0.82,230.78,9.59,84.3,104.95,2023-09-19 23:00:00
0,0~1,23.19,74.51,7.4,34.19,0.4,0.1,10.4,3.22,1.81,97.27,3.31,31.21,62.75,2.41,1.79,0.16,95.14,84.11,155.36,2.68,2.83,4.72,4.72,1.27,223.72,9.0,83.48,100.5,2023-09-20 00:00:00
1,1~2,13.56,72.22,7.37,32.81,0.4,0.11,10.11,3.02,1.77,90.92,3.6,29.13,58.19,1.26,1.59,0.17,89.21,67.29,87.97,2.69,2.86,4.0,4.73,1.41,221.37,8.62,83.15,99.37,2023-09-20 01:00:00
2,2~3,9.63,69.21,7.69,33.13,0.4,0.11,10.15,3.82,1.78,90.55,3.15,29.4,58.0,1.14,1.59,0.17,66.38,60.24,79.16,2.78,2.86,3.75,4.73,0.84,220.28,8.92,82.64,98.13,2023-09-20 02:00:00
3,3~4,7.06,69.03,7.76,32.94,0.4,0.07,10.54,3.64,1.78,90.72,3.44,29.1,58.18,1.14,1.55,0.16,60.92,52.59,69.91,2.88,2.89,4.69,4.74,1.07,218.43,8.78,82.33,96.97,2023-09-20 03:00:00
4,4~5,6.75,68.5,7.73,33.0,0.41,0.01,11.67,3.4,1.81,90.05,3.05,29.09,57.91,1.16,1.49,0.17,54.38,54.56,65.27,2.87,2.89,4.72,4.73,0.95,217.49,8.81,82.36,95.99,2023-09-20 04:00:00
5,5~6,6.81,68.16,8.28,33.12,0.38,0.01,11.34,3.59,1.61,91.94,3.44,28.47,60.03,1.15,1.58,0.16,51.49,47.56,62.85,2.88,2.98,4.06,3.81,0.76,215.77,9.09,82.5,93.97,2023-09-20 05:00:00
6,6~7,7.25,67.89,7.19,34.0,0.13,0.03,10.9,2.95,1.0,91.49,2.54,27.75,61.2,1.06,1.65,0.11,49.19,44.88,91.26,2.84,3.99,4.22,0.0,6.31,217.28,8.97,81.84,94.97,2023-09-20 06:00:00
7,7~8,8.82,72.06,8.36,38.31,0.15,0.04,16.4,3.35,0.68,94.11,2.96,28.16,62.99,1.38,1.64,0.0,51.74,45.57,63.98,2.81,3.98,4.41,0.0,15.34,223.37,8.81,83.5,98.29,2023-09-20 07:00:00
8,8~9,10.75,82.61,10.22,50.0,0.14,0.14,53.41,8.18,0.75,106.85,4.76,34.34,67.75,1.19,1.78,0.0,55.48,49.38,68.62,2.94,5.1,6.78,0.0,4.13,250.58,25.19,86.14,105.87,2023-09-20 08:00:00
9,9~10,14.93,109.43,12.49,58.94,0.15,0.04,66.4,10.13,0.71,138.87,8.55,42.23,88.09,1.1,3.45,0.0,54.2,48.61,59.03,4.31,5.36,11.15,0.0,3.45,299.18,44.34,98.67,115.31,2023-09-20 09:00:00
10,10~11,15.38,131.84,15.47,66.88,0.16,0.42,73.63,13.5,0.72,154.56,16.23,45.91,92.42,1.21,3.86,0.0,47.56,41.37,52.24,3.57,6.66,13.19,0.0,12.84,337.99,67.85,103.42,126.66,2023-09-20 10:00:00
11,11~12,13.0,142.81,18.98,67.75,0.15,0.46,76.16,13.81,0.72,164.37,17.49,49.04,97.84,1.16,4.3,0.0,48.77,43.05,55.99,3.62,6.2,13.22,0.0,18.15,337.61,51.62,105.11,141.19,2023-09-20 11:00:00
12,12~13,15.62,142.14,17.77,67.0,0.16,0.26,69.47,14.75,0.71,162.52,16.66,50.43,95.43,1.06,3.86,0.0,51.35,43.71,68.18,4.53,6.19,11.66,0.0,15.75,327.14,40.91,103.8,142.43,2023-09-20 12:00:00
13,13~14,15.07,147.61,17.54,68.87,0.16,0.24,81.22,14.46,0.73,170.13,19.98,51.61,98.54,1.33,3.73,0.0,51.92,41.95,53.71,4.07,5.98,15.97,0.0,3.69,322.65,32.34,106.21,145.13,2023-09-20 13:00:00
14,14~15,12.31,152.16,18.44,71.44,0.16,0.45,89.42,15.52,0.75,172.01,19.21,53.37,99.43,1.81,3.34,0.0,50.19,36.56,49.97,4.09,6.36,17.27,0.0,3.71,339.69,37.34,107.37,152.34,2023-09-20 14:00:00
15,15~16,11.25,158.77,20.03,71.94,0.17,0.3,70.55,13.14,0.72,168.86,17.65,52.23,98.98,1.05,3.73,0.0,43.2,44.04,54.5,3.91,6.76,16.2,0.0,15.05,337.57,34.0,107.48,152.57,2023-09-20 15:00:00
16,16~17,11.31,152.93,19.14,68.43,0.16,0.29,63.18,14.44,0.81,164.1,18.13,49.48,96.49,0.87,3.74,0.15,47.33,46.98,52.29,3.93,5.98,11.96,0.0,14.55,327.63,26.16,106.42,151.52,2023-09-20 16:00:00
17,17~18,14.5,141.73,16.48,58.07,0.3,0.05,110.81,16.19,1.39,155.38,16.03,48.17,91.18,0.94,3.19,0.16,56.89,52.17,85.63,3.94,4.64,8.88,0.46,2.56,306.23,16.78,103.08,144.88,2023-09-20 17:00:00
18,18~19,14.5,119.03,14.61,49.25,0.42,0.1,126.79,18.99,1.84,157.34,17.94,48.55,90.85,2.33,1.91,0.17,64.19,57.38,66.42,3.88,4.42,7.03,4.8,1.23,275.37,13.82,92.59,131.28,2023-09-20 18:00:00
19,19~20,16.63,104.86,14.32,44.25,0.41,0.09,115.71,13.17,1.8,151.71,17.87,47.87,85.97,3.64,2.01,0.17,65.01,59.49,72.93,3.59,3.61,6.53,4.8,0.78,264.46,12.0,91.69,124.6,2023-09-20 19:00:00
20,20~21,19.5,96.36,12.72,41.25,0.41,0.1,104.35,11.49,1.78,144.22,15.75,44.65,83.82,3.41,1.7,0.16,67.35,63.7,165.11,3.44,3.02,6.28,4.75,0.77,251.5,11.9,90.48,118.21,2023-09-20 20:00:00
21,21~22,20.06,90.16,9.71,40.0,0.41,0.1,82.84,11.19,1.77,139.02,14.44,40.31,84.27,3.04,1.81,0.17,76.81,74.06,99.55,3.37,3.01,5.68,4.76,1.78,251.33,11.91,88.85,119.47,2023-09-20 21:00:00
22,22~23,21.44,86.11,8.73,37.37,0.41,0.12,15.18,9.29,1.78,119.2,9.19,32.35,77.66,2.84,1.87,0.16,92.36,88.94,131.74,3.41,2.89,5.38,4.74,0.72,239.29,11.12,81.43,116.51,2023-09-20 22:00:00
23,23~24,25.81,82.57,8.79,36.0,0.4,0.11,10.57,8.96,1.74,109.3,5.66,29.42,74.22,3.29,1.63,0.17,92.52,87.68,180.44,2.81,2.89,4.75,4.72,0.95,228.6,11.16,76.28,110.71,2023-09-20 23:00:00
0,0~1,21.06,78.05,8.72,34.81,0.41,0.1,10.61,4.71,1.75,104.69,4.9,27.07,72.72,2.66,1.55,0.17,91.32,82.8,105.68,2.88,2.89,4.66,4.73,0.75,223.68,11.25,74.83,107.19,2023-09-21 00:00:00
1,1~2,11.94,76.33,9.15,34.75,0.4,0.11,10.58,3.85,1.78,103.92,4.47,27.11,72.34,1.06,1.74,0.16,83.31,69.31,87.97,2.84,2.9,4.0,4.75,1.13,218.1,11.03,73.56,103.72,2023-09-21 01:00:00
2,2~3,8.56,73.26,7.68,34.19,0.41,0.11,10.98,3.71,1.78,99.42,3.82,26.78,68.82,1.14,1.42,0.17,70.82,63.86,78.71,2.75,2.89,3.5,4.73,0.71,218.13,11.91,73.62,102.71,2023-09-21 02:00:00
3,3~4,6.25,73.44,7.99,33.19,0.4,0.12,11.72,3.59,1.73,98.59,3.15,26.38,69.06,1.06,1.64,0.16,61.77,56.67,68.33,2.69,2.92,4.03,4.74,0.87,216.85,11.59,73.36,101.91,2023-09-21 03:00:00
4,4~5,6.63,72.79,7.52,33.19,0.4,0.02,12.19,3.69,1.78,100.38,3.19,28.1,69.09,1.11,1.56,0.17,54.67,50.82,69.52,2.68,2.94,4.28,4.74,0.95,215.02,10.53,73.44,101.03,2023-09-21 04:00:00
5,5~6,6.37,72.82,8.16,32.81,0.38,0.01,12.65,3.66,1.58,97.74,2.71,26.47,68.56,0.94,1.54,0.17,52.71,49.8,83.5,2.69,2.95,3.5,3.75,0.94,221.81,10.78,80.6,101.07,2023-09-21 05:00:00
6,6~7,6.25,73.97,8.21,33.87,0.15,0.03,11.54,3.09,0.97,99.17,2.66,26.82,69.69,1.12,1.6,0.13,51.77,44.72,61.92,2.69,4.51,3.38,0.0,8.55,227.22,11.32,83.34,101.37,2023-09-21 06:00:00
7,7~8,8.13,77.25,8.33,38.57,0.13,0.27,20.39,3.11,0.72,102.73,2.82,27.35,72.56,0.94,1.64,0.0,51.3,45.32,67.4,2.72,4.49,4.19,0.0,13.91,235.51,13.81,83.75,105.56,2023-09-21 07:00:00
8,8~9,10.5,97.29,11.77,49.43,0.15,0.17,54.91,5.93,0.73,120.76,5.87,35.39,79.5,0.8,1.71,0.0,54.68,47.94,151.07,2.84,5.32,5.97,0.0,4.06,260.3,25.87,86.34,114.69,2023-09-21 08:00:00
9,9~10,13.25,126.29,16.48,54.19,0.15,0.28,60.79,11.96,0.75,134.85,10.28,40.66,83.91,0.88,2.3,0.0,58.82,54.12,84.12,3.5,5.47,8.59,0.0,3.85,333.62,60.66,101.15,130.16,2023-09-21 09:00:00
10,10~11,13.12,145.38,15.23,66.94,0.16,0.44,65.93,11.76,0.75,152.98,17.91,44.5,90.57,0.92,4.92,0.0,54.62,46.87,57.2,4.0,6.33,10.84,0.0,10.81,344.38,52.81,105.2,141.0,2023-09-21 10:00:00
11,11~12,17.44,144.45,15.77,69.19,0.16,0.34,88.46,15.1,1.3,165.18,19.37,48.82,96.99,1.11,5.37,0.0,50.72,44.08,50.8,4.47,6.35,10.97,0.0,18.98,328.23,37.31,106.19,138.74,2023-09-21 11:00:00
12,12~13,14.81,140.59,16.75,66.18,0.16,0.32,78.5,15.44,0.75,168.58,19.72,52.44,96.42,0.97,3.54,0.0,44.54,51.48,62.22,4.22,5.92,10.84,0.0,15.62,309.37,27.29,102.47,141.76,2023-09-21 12:00:00
13,13~14,12.38,137.35,17.18,63.94,0.15,0.17,89.13,8.49,0.75,178.93,24.54,59.12,95.27,1.13,3.48,0.0,51.98,42.45,54.05,4.03,4.98,14.38,0.0,4.11,305.92,25.47,102.74,140.75,2023-09-21 13:00:00
14,14~15,14.25,139.24,16.47,67.0,0.16,0.17,93.13,9.75,0.72,186.08,23.36,58.78,103.94,1.34,3.36,0.0,43.07,38.63,44.07,4.44,5.29,13.56,0.0,4.16,329.15,45.84,104.81,141.84,2023-09-21 14:00:00
15,15~16,17.06,137.24,16.3,67.13,0.15,0.25,75.36,11.45,0.75,175.95,23.35,50.48,102.12,0.96,3.4,0.0,42.33,40.93,59.64,4.84,6.36,13.35,0.0,16.62,324.55,40.15,105.62,143.07,2023-09-21 15:00:00
16,16~17,9.5,135.45,17.73,63.37,0.16,0.25,70.21,10.73,0.81,167.13,21.91,47.96,97.26,1.06,3.37,0.01,45.74,48.44,50.11,4.81,5.76,10.72,0.0,15.03,312.45,31.07,103.45,141.06,2023-09-21 16:00:00
17,17~18,11.37,130.82,15.94,56.81,0.3,0.11,96.61,10.61,1.38,154.8,14.47,47.21,93.12,1.22,2.49,0.17,56.17,44.4,53.09,4.57,4.61,8.83,0.41,1.59,286.47,11.41,102.88,137.84,2023-09-21 17:00:00
18,18~19,18.69,121.94,15.28,51.07,0.42,0.11,109.48,9.39,1.81,146.92,14.84,42.58,89.5,2.23,1.89,0.16,56.76,44.67,65.38,4.06,4.45,7.23,4.77,1.37,263.03,8.15,86.3,131.38,2023-09-21 18:00:00
19,19~20,22.0,106.58,10.13,46.56,0.41,0.07,101.25,7.28,1.79,145.39,18.38,45.11,81.9,3.46,1.78,0.17,53.31,46.69,70.33,3.66,3.61,6.02,4.78,1.02,246.89,4.81,82.88,120.81,2023-09-21 19:00:00
20,20~21,22.38,94.99,7.83,43.69,0.4,0.1,100.27,7.76,1.76,134.75,16.65,39.07,79.03,3.09,1.86,0.17,54.67,54.87,82.59,2.43,3.05,5.97,4.78,1.09,236.89,4.38,86.81,114.09,2023-09-21 20:00:00
21,21~22,20.31,88.11,8.08,39.75,0.4,0.1,74.54,7.93,1.78,130.65,14.16,38.36,78.13,2.89,1.7,0.16,67.7,73.09,104.88,2.38,3.04,5.6,4.76,1.0,239.15,4.75,94.19,110.22,2023-09-21 21:00:00
22,22~23,15.94,83.24,7.78,38.43,0.41,0.11,15.4,7.51,1.77,117.22,8.72,34.75,73.75,2.96,1.72,0.17,88.5,86.29,190.76,2.4,3.05,5.53,4.75,0.78,229.59,4.68,87.95,106.72,2023-09-21 22:00:00
23,23~24,20.93,76.95,7.74,36.19,0.39,0.09,11.16,6.9,1.75,105.05,3.34,27.83,73.88,2.84,1.83,0.16,101.56,89.46,111.3,2.41,2.95,4.94,4.72,1.04,213.12,4.38,79.58,99.24,2023-09-21 23:00:00
0,0~1,18.75,73.17,8.03,34.81,0.4,0.1,10.95,6.65,1.78,100.94,2.78,27.16,71.0,2.37,1.53,0.17,112.4,79.26,182.2,2.41,2.92,4.88,4.72,0.81,206.45,4.41,76.57,95.51,2023-09-22 00:00:00
1,1~2,11.38,72.05,7.94,34.5,0.4,0.1,11.01,5.67,1.74,98.79,2.72,25.98,70.09,1.13,1.69,0.17,87.13,76.15,103.14,2.37,2.85,4.37,4.73,1.07,203.68,4.74,74.79,94.25,2023-09-22 01:00:00
2,2~3,8.5,72.77,7.62,34.32,0.4,0.11,11.16,5.03,1.74,97.85,2.66,26.54,68.65,1.16,1.72,0.16,73.15,63.01,79.68,2.41,2.9,3.9,4.72,0.88,202.77,4.51,75.01,93.68,2023-09-22 02:00:00
3,3~4,7.87,72.7,8.03,34.62,0.39,0.12,11.73,4.83,1.78,97.99,2.63,26.7,68.66,1.15,1.65,0.17,65.85,58.99,72.68,2.4,2.89,4.82,4.75,0.79,202.39,4.34,74.94,93.72,2023-09-22 03:00:00
4,4~5,7.44,71.31,7.56,34.5,0.41,0.01,13.55,4.89,1.77,96.87,2.68,26.0,68.19,1.08,1.79,0.17,59.72,53.19,66.41,2.44,2.96,4.75,4.74,1.39,202.06,4.46,74.32,93.98,2023-09-22 04:00:00
5,5~6,7.31,70.45,7.66,34.44,0.38,0.01,12.71,4.82,1.59,97.42,2.56,26.17,68.69,0.98,1.46,0.16,58.81,50.54,64.16,2.44,3.02,3.93,3.84,1.14,199.89,4.54,73.33,92.72,2023-09-22 05:00:00
6,6~7,6.69,71.07,7.54,35.0,0.13,0.06,12.16,4.37,0.96,99.66,2.47,26.85,70.34,1.07,1.83,0.17,55.59,49.07,90.61,2.41,4.41,4.13,0.0,9.23,202.82,4.22,73.78,93.87,2023-09-22 06:00:00
7,7~8,8.69,75.29,9.93,40.06,0.14,0.06,18.97,4.0,0.75,104.72,2.5,29.84,72.38,1.29,1.6,0.05,55.07,47.96,77.87,2.31,4.65,5.09,0.0,14.03,211.7,6.34,74.58,98.46,2023-09-22 07:00:00
8,8~9,11.94,92.17,10.29,53.44,0.14,0.05,44.33,3.64,0.74,125.81,4.16,40.81,80.84,0.86,2.03,0.0,60.57,53.46,77.61,2.69,5.28,8.09,0.0,3.7,232.91,15.6,78.1,106.88,2023-09-22 08:00:00
9,9~10,16.12,120.8,15.49,61.12,0.15,0.01,54.55,13.64,0.74,140.03,11.34,45.57,83.12,0.85,2.48,0.0,61.43,49.61,66.96,3.15,5.51,11.39,0.0,3.55,259.72,20.34,90.04,113.25,2023-09-22 09:00:00
